0.01      0.01    0.01    0.01    0.01    0 	0.151688 	0.00119079 	0.062571 	6.25774e-13 	-1.30369e-13 	4.0872e-14 	1.13077e-13 	1.77083e-14 	1.83309e-13 	7.78252e-11 	-7.72744e-11 	1.72128e-10 	7.67275e-11 	-1.70909e-10 	3.80698e-10
0.01      0.01    0.01    0.01    0.01    0.09 	0.151688 	0.00119079 	0.062571 	6.25774e-13 	-1.30369e-13 	4.0872e-14 	1.13077e-13 	1.77083e-14 	1.83309e-13 	7.78252e-11 	-7.72744e-11 	1.72128e-10 	7.67275e-11 	-1.70909e-10 	3.80698e-10
0.01      0.01    0.01    0.01    0.01    0.18 	0.151688 	0.00119079 	0.062571 	6.25774e-13 	-1.30369e-13 	4.0872e-14 	1.13077e-13 	1.77083e-14 	1.83309e-13 	7.78252e-11 	-7.72744e-11 	1.72128e-10 	7.67275e-11 	-1.70909e-10 	3.80698e-10
0.01      0.01    0.01    0.01    0.01    0.27 	0.118495 	-0.043092 	-0.0150935 	1.05134e-12 	-5.37701e-13 	-2.80556e-13 	3.24982e-13 	3.55711e-14 	1.17449e-13 	1.60806e-09 	4.60832e-10 	2.24e-09 	1.32064e-10 	6.41932e-10 	3.12029e-09
0.01      0.01    0.01    0.01    0.01    0.36 	0.118495 	-0.043092 	-0.0150935 	1.05134e-12 	-5.37701e-13 	-2.80556e-13 	3.24982e-13 	3.55711e-14 	1.17449e-13 	1.60806e-09 	4.60832e-10 	2.24e-09 	1.32064e-10 	6.41932e-10 	3.12029e-09
0.01      0.01    0.01    0.01    0.01    0.45 	0.0491491 	0.0118466 	0.0337962 	5.44925e-13 	-1.98635e-13 	-9.67989e-14 	1.85591e-13 	2.90239e-14 	1.26364e-13 	5.24852e-10 	-3.34181e-10 	4.02636e-12 	2.12779e-10 	-2.56365e-12 	3.08881e-14
0.01      0.01    0.01    0.01    0.01    0.54 	0.0491491 	0.0118466 	0.0337962 	5.44925e-13 	-1.98635e-13 	-9.67989e-14 	1.85591e-13 	2.90239e-14 	1.26364e-13 	5.24852e-10 	-3.34181e-10 	4.02636e-12 	2.12779e-10 	-2.56365e-12 	3.08881e-14
0.01      0.01    0.01    0.01    0.01    0.63 	0.0803156 	-0.0209971 	0.0161626 	2.86227e-13 	-1.12864e-13 	-1.30747e-15 	1.54672e-13 	4.44749e-15 	1.61985e-13 	6.6999e-11 	-2.50556e-10 	-4.50697e-10 	9.37e-10 	1.68547e-09 	3.0318e-09
0.01      0.01    0.01    0.01    0.01    0.72 	0.0803156 	-0.0209971 	0.0161626 	2.86227e-13 	-1.12864e-13 	-1.30747e-15 	1.54672e-13 	4.44749e-15 	1.61985e-13 	6.6999e-11 	-2.50556e-10 	-4.50697e-10 	9.37e-10 	1.68547e-09 	3.0318e-09
0.01      0.01    0.01    0.01    0.01    0.81 	0.0960856 	-0.000789092 	0.0142694 	5.11244e-13 	-1.59953e-13 	3.45866e-14 	1.16607e-13 	1.50237e-14 	1.57621e-13 	1.40676e-09 	-1.33663e-09 	1.60644e-09 	1.26999e-09 	-1.52635e-09 	1.83447e-09
