0.1      0.1    0.1    0.1    0.1    0 	0.00908792 	0.00780486 	0.0408762 	1.21878e-12 	1.06443e-13 	-2.73736e-13 	5.51214e-13 	3.37518e-13 	1.1601e-12 	4.62351e-08 	4.16223e-08 	-6.91588e-08 	3.94852e-08 	-6.37988e-08 	1.04632e-07
0.1      0.1    0.1    0.1    0.1    0.09 	0.00908792 	0.00780486 	0.0408762 	1.21878e-12 	1.06443e-13 	-2.73736e-13 	5.51214e-13 	3.37518e-13 	1.1601e-12 	4.62351e-08 	4.16223e-08 	-6.91588e-08 	3.94852e-08 	-6.37988e-08 	1.04632e-07
0.1      0.1    0.1    0.1    0.1    0.18 	0.00908792 	0.00780486 	0.0408762 	1.21878e-12 	1.06443e-13 	-2.73736e-13 	5.51214e-13 	3.37518e-13 	1.1601e-12 	4.62351e-08 	4.16223e-08 	-6.91588e-08 	3.94852e-08 	-6.37988e-08 	1.04632e-07
0.1      0.1    0.1    0.1    0.1    0.27 	0.0231704 	-0.00288812 	0.0508809 	1.63374e-12 	-4.51418e-13 	1.75523e-12 	8.11887e-13 	-1.11922e-12 	3.28567e-12 	1.09547e-09 	4.00196e-09 	1.54407e-08 	1.6726e-08 	7.51148e-08 	3.85738e-07
0.1      0.1    0.1    0.1    0.1    0.36 	0.0231704 	-0.00288812 	0.0508809 	1.63374e-12 	-4.51418e-13 	1.75523e-12 	8.11887e-13 	-1.11922e-12 	3.28567e-12 	1.09547e-09 	4.00196e-09 	1.54407e-08 	1.6726e-08 	7.51148e-08 	3.85738e-07
0.1      0.1    0.1    0.1    0.1    0.45 	0.0748344 	0.0164659 	-0.00570556 	1.48206e-12 	-3.76375e-13 	-8.4282e-13 	7.3467e-13 	4.23135e-13 	1.62636e-12 	1.30341e-06 	6.76806e-07 	4.4743e-06 	3.52071e-07 	2.32474e-06 	1.54372e-05
0.1      0.1    0.1    0.1    0.1    0.54 	0.0748344 	0.0164659 	-0.00570556 	1.48206e-12 	-3.76375e-13 	-8.4282e-13 	7.3467e-13 	4.23135e-13 	1.62636e-12 	1.30341e-06 	6.76806e-07 	4.4743e-06 	3.52071e-07 	2.32474e-06 	1.54372e-05
0.1      0.1    0.1    0.1    0.1    0.63 	0.0169838 	0.00321734 	0.0795957 	1.39159e-12 	9.06724e-14 	-3.56638e-14 	6.9032e-13 	5.80695e-13 	2.06778e-12 	4.83472e-08 	-1.01812e-08 	-2.70834e-08 	2.44473e-09 	6.62154e-09 	1.80543e-08
0.1      0.1    0.1    0.1    0.1    0.72 	0.0169838 	0.00321734 	0.0795957 	1.39159e-12 	9.06724e-14 	-3.56638e-14 	6.9032e-13 	5.80695e-13 	2.06778e-12 	4.83472e-08 	-1.01812e-08 	-2.70834e-08 	2.44473e-09 	6.62154e-09 	1.80543e-08
0.1      0.1    0.1    0.1    0.1    0.81 	0.0416098 	0.0407027 	0.091304 	6.00599e-13 	1.45828e-13 	9.75613e-14 	7.61592e-13 	4.67566e-13 	1.81218e-12 	6.33528e-08 	3.52555e-08 	-1.20207e-07 	1.99968e-08 	-6.71135e-08 	2.28215e-07
0.1      0.1    0.1    0.1    0.1    0.9 	0.0416098 	0.0407027 	0.091304 	6.00599e-13 	1.45828e-13 	9.75613e-14 	7.61592e-13 	4.67566e-13 	1.81218e-12 	6.33528e-08 	3.52555e-08 	-1.20207e-07 	1.99968e-08 	-6.71135e-08 	2.28215e-07
0.1      0.1    0.1    0.1    0.1    0.99 	0.0460187 	0.0436538 	0.0305437 	5.79352e-13 	1.73166e-13 	2.73922e-13 	8.68188e-13 	-8.02333e-13 	2.61982e-12 	1.40445e-08 	1.91372e-08 	3.01559e-08 	2.77051e-08 	4.30648e-08 	6.71478e-08
0.1      0.1    0.1    0.1    0.1    1.08 	0.0460187 	0.0436538 	0.0305437 	5.79352e-13 	1.73166e-13 	2.73922e-13 	8.68188e-13 	-8.02333e-13 	2.61982e-12 	1.40445e-08 	1.91372e-08 	3.01559e-08 	2.77051e-08 	4.30648e-08 	6.71478e-08
0.1      0.1    0.1    0.1    0.1    1.17 	0.0460187 	0.0436538 	0.0305437 	5.79352e-13 	1.73166e-13 	2.73922e-13 	8.68188e-13 	-8.02333e-13 	2.61982e-12 	1.40445e-08 	1.91372e-08 	3.01559e-08 	2.77051e-08 	4.30648e-08 	6.71478e-08
0.1      0.1    0.1    0.1    0.1    1.26 	0.0537747 	0.0470402 	0.0395092 	1.62059e-12 	8.61896e-13 	-7.1761e-13 	4.67539e-13 	8.69729e-14 	2.12333e-12 	2.87992e-09 	3.84946e-09 	9.2042e-09 	5.31936e-09 	1.25862e-08 	2.98792e-08
0.1      0.1    0.1    0.1    0.1    1.35 	0.0537747 	0.0470402 	0.0395092 	1.62059e-12 	8.61896e-13 	-7.1761e-13 	4.67539e-13 	8.69729e-14 	2.12333e-12 	2.87992e-09 	3.84946e-09 	9.2042e-09 	5.31936e-09 	1.25862e-08 	2.98792e-08
